location,title,price_eur,rooms,m2,build_material,year,page,kinder_garden,metro_station
Zent_r,"Mnogostaen apartament 137 kv.m Tuhla 1950 g. 4 etaj
Zent_r, Sofia",430000EUR,4,137,Tuhla,1950,7,1,1
Lulin 5,"Ednostaen apartament 46 kv.m Panel 1978 g. 4 etaj
Lulin 5, Sofia",89000EUR,0,46,Panel,1978,7,1,1
Oborise,"Castno lize prodava ednostaen apartament v idealen zent_r na Gr. Sofia
 Oborise, Sofia",115000EUR,0,38,Tuhla,1963,7,1,1
Lulin 2,"Tristaen apartament 74 kv.m Tuhla 1988 g. 7 etaj
Lulin 2, Sofia",117000EUR,3,74,Tuhla,1988,7,1,1
Lulin 1,"Ednostaen apartament 46 kv.m Panel 1980 g. 8 etaj
Lulin 1, Sofia",90000EUR,0,46,Panel,1980,7,1,1
Drujba 2,"Dvustaen apartament 67 kv.m Panel 1990 g. 4 etaj
Drujba 2, Sofia",135000EUR,2,67,Panel,1990,7,1,1
Levski G,"Tristaen apartament 93 kv.m Panel 1988 g. 1 etaj
Levski G, Sofia",138000EUR,3,93,Panel,1988,7,1,1
Mladost 1,"mladost tristaen
Mladost 1, Sofia",198000EUR,3,110,Tuhla,2006,7,1,1
Malinova Dolina,"Dvustaen apartament, Malinova dolina
Malinova Dolina, Sofia",78300EUR,2,62,Tuhla,2024,7,1,1
Nadejda 1,"Garsoniera v j.k. Nadejda 1
 Nadejda 1, Sofia",72000EUR,0,44,Panel,1976,7,1,1
Lozenez,"3st. Lozenez obzaveden
Lozenez, Sofia",215000EUR,3,78,Tuhla,1960,7,1,1
Oborise,"Ot sobstvenik -Top - lokazia - tristaen v zent_ra na Sofia rajon Oborise!
Oborise, Sofia",296000EUR,3,99,Tuhla,2023,8,0,0
Zent_r,"2 staen Sofia Zent_r Remontiran i obzaveden Gotov za nanasane
Zent_r, Sofia",97000EUR,2,60,Tuhla,1965,8,0,0
Zent_r,"3 staen v Zent_ra na Sofia do Halite
Zent_r, Sofia",97000EUR,3,60,Tuhla,1965,8,0,0
Zent_r,"Dvustaen apartament v stroej
 Zent_r, Sofia",172500EUR,2,70,Tuhla,2023,8,0,0
Manastirski Livadi,"134 000E-kv. Manastirski livadi iztok, pred Akt 16, posledni dvustajni apartamenti
Manastirski Livadi, Sofia",134000EUR,2,84,Tuhla,2022,8,0,0
Banisora,"Dvustaen s parkomasto i kuhna ot sobstvenik
 Banisora, Sofia",158000EUR,2,70,Tuhla,1971,8,0,0
Kr_stova Vada,"Tristaen kv. Kr_stova vada
Kr_stova Vada, Sofia",240000EUR,3,116,Tuhla,2024,8,0,0
Strelbise,"Dvustaen Strelbise
 Strelbise, Sofia",175500EUR,2,68,Tuhla,2010,8,1,0
Malinova Dolina,"Ednostaen Apartament
 Malinova Dolina, Sofia",60.60EUR(1.52,0,40,Tuhla,2023,8,1,0
Gorublane,"Dvustaen za investizia s naemateli
Gorublane, Sofia",134000EUR,2,59,Tuhla,2012,8,1,0
Dianabad,"Dvustaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",180000EUR,2,89,Tuhla,n/a,8,1,0
Studentski Grad,"Dvustaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",180000EUR,2,89,Tuhla,n/a,8,1,0
Lulin 6,"3- Staen, kv. Lulin 6
Lulin 6, Sofia",139511EUR,3,97,Tuhla,2023,8,1,0
Lulin 6,"2-STAEN, kv. Lulin 6
Lulin 6, Sofia",96268EUR,2,67,Tuhla,2023,8,1,0
Studentski Grad,"3-staen obzaveden apartament v Studentski grad
Studentski Grad, Sofia",225000EUR,3,110,Tuhla,2017,8,1,0
Malinova Dolina,"3-staen, novo stroitelstvo v kv. Malinova dolina!
Malinova Dolina, Sofia",156000EUR,3,107,Tuhla,2022,8,1,0
Studentski Grad,"Dvustaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",166200EUR,2,84,Tuhla,n/a,8,1,0
Dianabad,"Dvustaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",166200EUR,2,84,Tuhla,n/a,8,1,0
Dianabad,"Tristaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",227400EUR,3,120,Tuhla,n/a,8,1,0
Dianabad,"Tristaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",189000EUR,3,115,Tuhla,n/a,8,1,0
Studentski Grad,"Tristaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",227400EUR,3,120,Tuhla,n/a,8,1,0
Studentski Grad,"Tristaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",285600EUR,3,184,Tuhla,n/a,8,1,0
Studentski Grad,"Tristaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",259800EUR,3,115,Tuhla,n/a,8,1,0
Dianabad,"Tristaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",364800EUR,3,219,Tuhla,n/a,8,1,0
Studentski Grad,"Tristaen apartament v Studentski grad s AKT 15!!!
Studentski Grad, Sofia",364800EUR,3,219,Tuhla,n/a,8,1,0
Dianabad,"Tristaen apartament v Dianabad s AKT 15!!!
Dianabad, Sofia",285600EUR,3,184,Tuhla,n/a,8,1,0
Lulin 2,"Dvustaen apartament v Lulin 2 s AKT 14!!!
Lulin 2, Sofia",106575EUR,2,66,Tuhla,n/a,9,0,1
Manastirski Livadi,"Tristaen apartament v Manastirski livadi
Manastirski Livadi, Sofia",275000EUR,3,105,Tuhla,2020,9,0,1
Manastirski Livadi,"Dvustaen apartament v Manastirski livadi
Manastirski Livadi, Sofia",102000EUR,2,64,Tuhla,2024,9,0,1
Nadejda 4,"Dvustaen apartament v Nadejda 4
Nadejda 4, Sofia",90000EUR,2,69,Tuhla,2022,9,0,1
Vr_bniza 1,"Ednostaen apartament
Vr_bniza 1, Sofia",77000EUR,0,44,Panel,1980,9,1,1
Mladost 4,"Garsionera j.k. ”Mladost 4”
Mladost 4, Sofia",90000EUR,0,48,Panel,1985,9,1,1
Levski G,"Nov dvustaen apartament Levski G, bul. Vladimir Vazov
Levski G, Sofia",149000EUR,2,64,Tuhla,2019,9,1,1
Levski G,"Dizajnerski tristaen apartament, j.k. Levski-G
Levski G, Sofia",225000EUR,3,90,Tuhla,2021,9,1,1
Mladost 3,"Prodava 1-STAEN, Mladost 3
Mladost 3, Sofia",84000EUR,0,44,Panel,1985,9,1,1
Botunez,"Dvustaen apartament v kv. Botunez-2
Botunez, Sofia",61540EUR,2,66,Panel,1990,9,1,1
Suhata reka,"3-staen, Sofia, Suha reka, 106.67 kv.m., 229136 €
Suhata reka, Sofia",229136EUR,3,107,Tuhla,n/a,9,1,1
Suhata reka,"2-staen, Sofia, Suha reka, 69.45 kv.m., 125010 €
Suhata reka, Sofia",125010EUR,2,69,Tuhla,n/a,9,1,1
Suhata reka,"3-staen, Sofia, Suha reka, 106.67 kv.m., 160005 €
Suhata reka, Sofia",160005EUR,3,107,Tuhla,n/a,9,1,1
Suhata reka,"2-staen, Sofia, Suha reka, 69 kv.m., 103500 €
Suhata reka, Sofia",103500EUR,2,69,Tuhla,n/a,9,1,1
Suhata reka,"Mnogostaen, Sofia, Suha reka, 206.83 kv.m., 330928 €
Suhata reka, Sofia",330928EUR,4,207,Tuhla,n/a,9,1,1
Nadejda 2,"3-staen, Sofia, Nadejda 2, 82.15 kv.m., 126400 €
Nadejda 2, Sofia",126400EUR,3,82,Tuhla,n/a,9,1,1
Nadejda 2,"2-staen, Sofia, Nadejda 2, 47.33 kv.m., 73400 €
Nadejda 2, Sofia",73400EUR,2,47,Tuhla,n/a,9,1,1
Nadejda 2,"2-staen, Sofia, Nadejda 2, 55.91 kv.m., 86100 €
Nadejda 2, Sofia",86100EUR,2,56,Tuhla,n/a,9,1,1
Zent_r,"Ednostaen apartament, Zent_r
Zent_r, Sofia",127000EUR,0,45,Tuhla,2007,9,1,1
Banisora,"Ednostaen za prodajba v j.k Banisora
Banisora, Sofia",45000EUR,0,38,Tuhla,2023,9,1,1
Mladost 4,"Tristaen apartament v j.k. Mladost 4
Mladost 4, Sofia",358000EUR,3,146,Tuhla,2007,9,1,1
Vitosa,"Prostoren Dvustaen apartament v kv. Vitosa
Vitosa, Sofia",135000EUR,2,90,Tuhla,2010,9,1,1
Lulin 5,"Tristaen apartament v kv. Lulin 5
Lulin 5, Sofia",111990EUR,3,88,Panel,1980,9,1,1
Zent_r,"Dvustaen apartament v Zent_ra
Zent_r, Sofia",161784EUR,2,86,Tuhla,2023,9,1,1
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",205574EUR,3,97,Tuhla,2023,9,1,1
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",287490EUR,3,123,Tuhla,2023,9,1,1
Zent_r,"Tristaen apartament v Zent_r
Zent_r, Sofia",208245EUR,3,90,Tuhla,2023,9,1,1
Lozenez,"Tristaen apartament v kv. Lozenez
Lozenez, Sofia",328000EUR,3,133,Tuhla,2010,9,1,1
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",155000EUR,3,97,Tuhla,2025,9,1,1
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",185000EUR,3,124,Tuhla,2025,10,0,0
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",107000EUR,2,63,Tuhla,2025,10,0,0
Malinova Dolina,"Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",107000EUR,2,64,Tuhla,2025,10,0,0
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",165000EUR,3,108,Tuhla,2025,10,0,0
Zent_r,"Dvustaen apartament v Zent_ra
Zent_r, Sofia",154900EUR,2,74,Tuhla,1960,10,0,0
Manastirski Livadi,"Dvustajno jilise v kv. Manastirski livadi - iztok
Manastirski Livadi, Sofia",165000EUR,2,92,Tuhla,2023,10,0,0
Goze Delcev,"Goze Delcev, 2staen, mol B-a, Ujen park, obzaveden
Goze Delcev, Sofia",89000EUR,2,50,Panel,1980,10,0,0
Strelbise,"Prodava 3-staen, kv. Strelbise
Strelbise, Sofia",315000EUR,3,106,Tuhla,2007,10,0,0
Mladost 1,"Dvustaen apartament v j.k. Mladost 1
Mladost 1, Sofia",140000EUR,2,64,Panel,1975,10,0,0
B_kston,"Tristaen apartament 79 kv.m Panel 1970 g. 4 etaj Neposleden
B_kston, Sofia",158000EUR,3,79,Panel,1970,10,0,0
Ovca Kupel,"Prodava nov 2-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",115892EUR,2,70,Tuhla,2024,10,0,0
Ovca Kupel,"Prodava nov 3-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",193985EUR,3,121,Tuhla,2024,10,0,0
Banisora,"Prodava DVUSTAEN v kv. Banisora
Banisora, Sofia",133900EUR,2,68,EPK/PK,1980,10,0,0
Karpuziza,"Dvustaen apartament ZA PRODAJBA gr. Sofia, kv. Karpuziza
Karpuziza, Sofia",87750EUR,2,65,Tuhla,2023,10,0,0
Simeonovo,"Dvustaen apartament na etap proekt ZA PRODAJBA, kv. Simeonovo, gr. Sofia
Simeonovo, Sofia",114000EUR,2,76,Tuhla,2024,10,0,0
Ovca Kupel,"Prodava nov 2-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",135991EUR,2,82,Tuhla,2024,10,0,0
Vr_bniza 1,"Ednostaen apartament 40 kv.m Tuhla 2021 g. 1 etaj Parter
Vr_bniza 1, Sofia",50000EUR,0,40,Tuhla,2021,10,0,0
Slatina,"Tristaen apartament v kv. Slatina
Slatina, Sofia",180000EUR,3,98,Panel,1987,10,0,0
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",147000EUR,3,66,Tuhla,1975,10,1,1
Malinova Dolina,"Prodava Tristaen malomeren apartament v novostroasa se sgrada v kv. Malinova dolina do Studentski gr..
Malinova Dolina, Sofia",150000EUR,3,92,Tuhla,2023,10,1,1
Gorna Bana,"Dvustaen apartament v kv. Gorna bana
Gorna Bana, Sofia",109633EUR,2,65,Tuhla,2023,10,1,1
Dianabad,"Dvustaen apartament kv. Dianabad
Dianabad, Sofia",179000EUR,2,61,EPK/PK,1985,10,1,1
Drujba 1,"Dvustaen apartament, Drujba 1
Drujba 1, Sofia",124000EUR,2,70,Panel,1973,10,1,1
Zent_r,"Dvustaen apartament za prodajba v Zent_ra
Zent_r, Sofia",160000EUR,2,48,Tuhla,1950,10,1,1
v.z.Malinova dolina,"Ednostaen apartament do NSA s Akt 16
 v.z.Malinova dolina, Sofia",88999EUR,0,40,Tuhla,2022,10,1,1
Sofia,"Prodava nov 3-staen v j.k. Ovca kupel
Sofia",163349EUR,3,112,Tuhla,2024,10,1,1
Lozenez,"Dvustaen aprtament za prodajba - Lozenez
Lozenez, Sofia",250000EUR,2,72,Tuhla,1975,10,1,1
Ovca Kupel 1,"Dvustaen apartament za prodajba - Ovca kupel 1
Ovca Kupel 1, Sofia",110000EUR,2,61,Panel,1995,11,0,0
Zapaden Park,"Dvustaen za prodajba - Zapaden park
Zapaden Park, Sofia",75000EUR,2,41,Tuhla,1972,11,0,0
D_rveniza,"Prodavam apartament D_rveniza
D_rveniza, Sofia",86444EUR,2,48,Panel,1988,11,0,1
Banisora,"Dvustaen apartament, Banisora
Banisora, Sofia",127000EUR,2,70,Tuhla,2020,11,1,1
Lozenez,"Tristaen apartament Levski G
Lozenez, Sofia",140000EUR,3,100,Panel,1990,11,1,1
Obela,"Prodava 2-staen, Obela
Obela, Sofia",99990EUR,2,65,Panel,1987,11,1,1
Drujba 2,"Arteks!! Avigea!! PARKOMASTO V ZENATA!! Dvustaen apartament v Drujba 2 NA METRI ot Metrostanzia
Drujba 2, Sofia",167990EUR,2,79,Tuhla,2022,11,1,1
Ovca Kupel,"Prodava nov 3-staen v j.k. Ovca kupel
Ovca Kupel, Sofia",145975EUR,3,112,Tuhla,2024,11,1,1
Studentski Grad,"Top Lokazia Ednostaen Apartament v Studentski Grad s AKT 16
Studentski Grad, Sofia",67500EUR,0,42,Tuhla,2018,11,1,1
Lulin 7,"Boksoniera na 100 kracki ot metroto - Okoncatelna zena!
Lulin 7, Sofia",56500EUR,0,29,EPK/PK,1985,11,1,1
Nadejda 3,"Prodavam EDNOSTAEN apartament
Nadejda 3, Sofia",50500EUR,0,36,Tuhla,2023,11,1,1
Mladost 2,"Dvustaen apartament 66 kv.m Tuhla 2009 g. 1 etaj Parter
Mladost 2, Sofia",130000EUR,2,66,Tuhla,2009,11,1,1
Lulin 7,"Dvustaen apartament 57 kv.m EPK/PK 1995 g. 3 etaj Neposleden
Lulin 7, Sofia",97000EUR,2,57,EPK/PK,1995,11,1,1
Zent_r,"Dvustaen apartament 66 kv.m Tuhla 1952 g. 6 etaj Neposleden
Zent_r, Sofia",146260EUR,2,66,Tuhla,1952,11,1,1
Mladost 1,"Dvustaen apartament 68 kv.m EPK/PK 1981 g. 4 etaj Neposleden
Mladost 1, Sofia",147000EUR,2,68,EPK/PK,1981,11,1,1
Iztok,"Dvustaen apartament 67 kv.m Tuhla 1979 g. 5 etaj Neposleden
Iztok, Sofia",158000EUR,2,67,Tuhla,1979,11,1,1
Tolstoj,"Dvustaen apartament 59 kv.m Tuhla 1980 g. 2 etaj Posleden etaj
Tolstoj, Sofia",870000EUR,2,59,Tuhla,1980,11,1,1
Dianabad,"Tristaen apartament 98 kv.m EPK/PK 1997 g. 5 etaj Neposleden
Dianabad, Sofia",176000EUR,3,98,EPK/PK,1997,11,1,1
Poduane,"Tristaen apartament 97 kv.m EPK/PK 1990 g. 4 etaj Neposleden
Poduane, Sofia",177000EUR,3,97,EPK/PK,1990,11,1,1
Vr_bniza 1,"Tristaen apartament 90 kv.m Tuhla 2009 g. 5 etaj Neposleden
Vr_bniza 1, Sofia",153000EUR,3,90,Tuhla,2009,11,1,1
Tolstoj,"Prodava panelen dvustaen v Tolstoj, do metroto
Tolstoj, Sofia",114000EUR,2,65,Panel,1986,11,1,1
Iztok,"prodava dvustaen v Iztok
Iztok, Sofia",naimota:Dvustaen,0,Тухла,2 etaj,n/a,11,1,1
Vr_bniza 1,"Ednostaen apartament kv. Vr_bniza 1
Vr_bniza 1, Sofia",50000EUR,0,40,Tuhla,2012,11,1,1
Oborise,"Dvustaen apartament v kv. ”Oborise”
Oborise, Sofia",215000EUR,2,79,Tuhla,2010,11,1,1
Belite Brezi,"Dvustaen apartament, kv. Beli brezi
Belite Brezi, Sofia",149500EUR,2,68,Tuhla,1968,11,1,1
Ovca Kupel,"S kluc! Tristaen apartament Ovca kupel
Ovca Kupel, Sofia",150000EUR,3,90,Panel,1993,11,1,1
Studentski Grad,"Cetiristaen apartament na dve niva v kv. Studenski Grad
Studentski Grad, Sofia",119000EUR,4,110,Tuhla,2008,11,1,1
Vitosa,"Tristaen apartament Vitosa
Vitosa, Sofia",204000EUR,3,102,Tuhla,2019,11,1,1
Mladost 2,"Tristaen apartament v j.k. ”Mladost 2”
Mladost 2, Sofia",146000EUR,3,64,Panel,1980,11,1,1
Oborise,"Moderen dvustaen apartament v kv. Oborise
Oborise, Sofia",215000EUR,2,79,Tuhla,2010,11,1,1
Zaharna Fabrika,"3-staen, kv. Zaharna fabrika
 Zaharna Fabrika, Sofia",104990EUR,3,71,Tuhla,1970,12,0,0
Razsadnika,"Dvustaen apartament 65 kv.m Tuhla 1984 g. 4 etaj Neposleden
Razsadnika, Sofia",117000EUR,2,65,Tuhla,1984,12,0,0
Dianabad,"Dvustaen apartament 61 kv.m EPK/PK 1982 g. 12 etaj
Dianabad, Sofia",179000EUR,2,61,EPK/PK,1982,12,0,0
Suhata reka,"Tristaen apartament
Suhata reka, Sofia",124900EUR,3,83,Panel,1983,12,0,0
Boana,"Tristaen apartament 82 kv.m Tuhla 1995 g. 2 etaj Neposleden
Boana, Sofia",155000EUR,3,82,Tuhla,1995,12,0,0
Drujba 2,"Obzaveden tristaen apartament do magazin Lid_l
Drujba 2, Sofia",186000EUR,3,93,Panel,1988,12,0,0
Gevgelijski,"Tristaen apartament 97 kv.m EPK/PK 1986 g. 3 etaj Neposleden
Gevgelijski, Sofia",147000EUR,3,97,EPK/PK,1986,12,0,0
Belite Brezi,"Tristaen apartament 94 kv.m Tuhla 2017 g. 4 etaj Neposleden
Belite Brezi, Sofia",187000EUR,3,94,Tuhla,2017,12,0,0
Krasno Selo,"Dvustaen apartament 63 kv.m Tuhla 1982 g. 6 etaj Neposleden
Krasno Selo, Sofia",115000EUR,2,63,Tuhla,1982,12,0,0
Nadejda 3,"Nov obzaveden apartament do metrostanzia “Beli Dunav”, na neveroatno niska zena do 25.10.2023g.
 Nadejda 3, Sofia",88000EUR,2,55,Tuhla,2018,12,0,0
Drujba 2,"DO KLUC! Dvustaen apartament v Drujba 2
Drujba 2, Sofia",165000EUR,2,77,Tuhla,2022,12,0,1
Drujba 2,"Prostoren i sl_ncev tristaen apartament v jk. Drujba 2
Drujba 2, Sofia",169000EUR,3,102,EPK/PK,1990,12,0,1
Lulin 2,"Dvustaen v Lulin 2
Lulin 2, Sofia",110000EUR,2,60,Panel,1980,12,0,1
Zent_r,"Zamena/Prodava/Dava pod naem Nov 2-Staen Apartament Sofia Zent_r
 Zent_r, Sofia",360000EUR,2,120,Tuhla,2022,12,0,1
Obela 2,"Obela 2 Malomeren Dvustaen
Obela 2, Sofia",69990EUR,2,46,Panel,1987,12,0,1
Obela 2,"Obela 2, klasiceski tristaen
Obela 2, Sofia",114990EUR,3,82,Panel,1987,12,0,1
Malinova Dolina,"AKT 16! Dvustaen apartament v Malinova dolina
Malinova Dolina, Sofia",120000EUR,2,64,Tuhla,2023,12,0,1
Vr_bniza 1,"Prodavam ednostaen v_v Vr_bniza 1
Vr_bniza 1, Sofia",73000EUR,0,45,Panel,1985,12,0,1
Vitosa,"Dvustaen, novo stroitelstvo, Vitosa
Vitosa, Sofia",115000EUR,2,67,Tuhla,2024,12,0,1
Lozenez,"Luksozen, cetiristaen apartament v Lozenez za zeniteli- 145kv.m., 580000E
Lozenez, Sofia",580000EUR,4,145,Tuhla,1971,12,0,1
Suhata reka,"Tristaen apartament 105 kv.m Tuhla 1978 g. 3 etaj
Suhata reka, Sofia",160000EUR,3,105,Tuhla,1978,12,0,1
Lulin 3,"Tristaen apartament 80 kv.m EPK/PK 1986 g. 10 etaj Neposleden
Lulin 3, Sofia",125000EUR,3,80,EPK/PK,1986,12,0,1
Ovca Kupel,"Dvustaen apartament 67 kv.m Tuhla 2008 g. 1 etaj Parter
Ovca Kupel, Sofia",79998EUR,2,67,Tuhla,2008,12,0,1
Lozenez,"Ul. ”Vasil Kirkov”, Obzaveden 3-etaen s garaj, Prodavam.
 Lozenez, Sofia",235000EUR,3,120,Tuhla,2003,12,0,1
Vr_bniza 2,"Bez komisiona!! Dvustaen apartament Vr_bniza 2
Vr_bniza 2, Sofia",67971EUR,2,70,Tuhla,2024,12,0,1
Lulin 5,"BEZ KOMISIONA! Dvustaen apartament Lulin 5
Lulin 5, Sofia",62436EUR,2,56,Tuhla,2023,12,0,1
Malinova Dolina,"S AKT 14! Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",106000EUR,2,66,Tuhla,2023,12,0,1
Ovca Kupel 1,"Nov dvustaen apartament v kv. Ovca kupel 1
 Ovca Kupel 1, Sofia",94900EUR,2,70,Tuhla,2000,12,0,1
Studentski Grad,"Cetiristaen Apartament v Studentski Grad
Studentski Grad, Sofia",312000EUR,4,156,Tuhla,2023,12,0,1
Dianabad,"Cetiristaen Apartament v Dianabad
Dianabad, Sofia",312000EUR,4,156,Tuhla,2023,13,0,0
Mladost 1,"Prodava 3-staen, kv. Mladost 1
Mladost 1, Sofia",225000EUR,3,80,Panel,1980,13,0,1
Lozenez,"Otlicen tristaen apartament v prestijnia kompleks Sofia Land Residence
 Lozenez, Sofia",717000EUR,3,167.37,Tuhla,n/a,13,0,1
Mladost 1a,"Prostoren tristaen apartament na metri ot metrostanzia v kv. ”Mladost 1A”
 Mladost 1a, Sofia",224800EUR,3,102.16,Tuhla,n/a,13,0,1
Manastirski Livadi,"Uuten, semeen apartament s dve spalni za prodajba v kv. Manastirski livadi
 Manastirski Livadi, Sofia",245000EUR,3,106,Tuhla,n/a,13,0,1
Malinova Dolina,"Tristaen apartament s dve parkomesta na zakrito v zatvoren kompleks
 Malinova Dolina, Sofia",300000EUR,3,194.07,Tuhla,2023,13,0,1
Lulin 9,"Prodava 3-staen, kv. Lulin 9
Lulin 9, Sofia",118900EUR,3,72,Panel,1987,13,0,1
Malinova Dolina,"Dvustaen v Malinova Dolina Zav_rsen do Kluc! AKT 16!
Malinova Dolina, Sofia",128500EUR,2,57,Tuhla,2022,13,0,1
Vitosa,"Obzaveden Dvustaen Apartament! Zatvoren Kompleks!
Vitosa, Sofia",132000EUR,2,79,Tuhla,2015,13,0,1
Ovca Kupel,"Prodava 2-STAEN grad Sofia, j.k. Ovca kupel, - 107 500 EUR
Ovca Kupel, Sofia",107500EUR,2,79,Tuhla,2024,13,0,1
Sofia,"Prodava 2-STAEN grad Sofia, j.k. Manastirski livadi, - 119 953 EUR
Sofia",119953EUR,2,69,Tuhla,2024,13,0,1
Kr_stova Vada,"Prodava nov 2-en v j.k. Kr_stova vada
Kr_stova Vada, Sofia",137000EUR,2,74,Tuhla,2023,13,0,1
Vr_bniza 1,"Ednostaen apartament 40 kv.m Tuhla 2021 g. 1 etaj
Vr_bniza 1, Sofia",50000EUR,0,40,Tuhla,2021,13,0,1
Belite Brezi,"Prodava 2-en v j.k. Beli Brezi
Belite Brezi, Sofia",149500EUR,2,68,Tuhla,2013,13,0,1
Mladost 1,"Dvustaen apartament s otdelna kuhna v Mladost 1 do Hotel Metropolit_n i The Mall TOP LOKAZIA!!
Mladost 1, Sofia",112000EUR,2,56,Panel,1976,13,0,1
Oborise,"Ul. ”Madarski konnik”. Nov tristaen parteren apartament.
 Oborise, Sofia",189000EUR,3,125,Tuhla,2018,13,0,1
Mladost 3,"Dvustaen apartament 65 kv.m EPK/PK 1980 g. 1 etaj
Mladost 3, Sofia",125000EUR,2,65,EPK/PK,1980,13,0,1
Karpuziza,"Prodava Atelie
Karpuziza, Sofia",93000EUR,0,53,Tuhla,2010,13,0,1
Ovca Kupel 2,"Prodavam ednostaen preustroen na dvustaen apartament Ovca kupel 2
Ovca Kupel 2, Sofia",76000EUR,2,48,Panel,1990,13,0,1
Sveta Troiza,"Dvustaen apartament v kv. Sveta Trojza
Sveta Troiza, Sofia",104000EUR,2,74,EPK/PK,1985,13,0,1
Kr_stova Vada,"Prostoren dvustaen apartament pred Akt 16 do Paradajs
Kr_stova Vada, Sofia",135000EUR,2,75,Tuhla,2023,13,0,1
Kr_stova Vada,"Dvustaen apartament do Paradajs pred akt 16
Kr_stova Vada, Sofia",135000EUR,2,75,Tuhla,2023,13,0,1
Poligona,"Obzaveden tristaen apartament sled osnoven remont
Poligona, Sofia",149999EUR,3,71,Tuhla,1970,13,0,1
Sveta Troiza,"Prodavam tristaen apartament Sveta troiza
Sveta Troiza, Sofia",148000EUR,3,80,Panel,1985,13,0,1
Nadejda 3,"prodavam dvustaen apartament Nadejda 3
Nadejda 3, Sofia",95200EUR,2,60,Panel,1976,13,0,1
Studentski Grad,"Dvustaen apartament Studentski grad
Studentski Grad, Sofia",122000EUR,2,61,Tuhla,2019,13,0,1
Malinova Dolina,"Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",91800EUR,2,60,Tuhla,2023,13,0,1
Lulin 10,"Ednostaen apartament Lulin 10
Lulin 10, Sofia",45000EUR,0,21,Tuhla,2008,13,0,1
s. Kladniza,"Bez komisiona! Ednostaen apartament s. Kladniza
s. Kladniza, Sofia",87000EUR,0,43,Tuhla,2024,13,0,1
Boana,"Tristaen apartament s garaj Boana
Boana, Sofia",159000EUR,3,160,Tuhla,2010,13,0,1
Svoboda,"Tristaen apartament Svoboda
Svoboda, Sofia",195600EUR,3,87,Tuhla,2007,14,0,0
Manastirski Livadi,"AKT 16! Tristaen apartament Manastirski livadi
Manastirski Livadi, Sofia",146000EUR,3,90,Tuhla,2023,14,0,0
Malinova Dolina,"Bez komisiona! Dvustaen apartament Malinova dolina
Malinova Dolina, Sofia",94818EUR,2,131,Tuhla,2024,14,0,0
s. Kladniza,"Bez komisiona! Dvustaen apartament s. Kladniza
s. Kladniza, Sofia",112740EUR,2,56,Tuhla,2024,14,0,0
Ovca Kupel 1,"Garsoniera s prekrasna gledka k_m Vitosa v kv. Ovca Kupel 1
Ovca Kupel 1, Sofia",78000EUR,2,45,Panel,1986,14,0,0
Zent_r,"Tristaen mezonet v zent_ra na Sofia
Zent_r, Sofia",225000EUR,3,113,Tuhla,2007,14,0,0
Vitosa,"Tristaen apartament 150 kv.m Tuhla 2021 g. 3 etaj
Vitosa, Sofia",280000EUR,3,150,Tuhla,2021,14,0,0
Lozenez,"Dvustaen apartament v Lozenez
Lozenez, Sofia",193000EUR,2,71,Tuhla,2005,14,0,0
Banisora,"Dvustaen apartament v Banisora
Banisora, Sofia",150000EUR,2,55,Tuhla,1990,14,0,1
Razsadnika,"Garsionera v Razsadnika
Razsadnika, Sofia",79900EUR,0,43,EPK/PK,1985,14,1,1
Boana,"Dvustaen, Boana/Kinozent_ra
Boana, Sofia",157000EUR,2,74,Tuhla,2022,14,1,1
Nadejda 3,"Ednostaen apartament 43 kv.m Panel 1982 g. 4 etaj
Nadejda 3, Sofia",85000EUR,0,43,Panel,1982,14,1,1
Vr_bniza 2,"Dvustaen apartament
 Vr_bniza 2, Sofia",89990EUR,2,64,EPK/PK,1985,14,1,1
